Starting a Gradle Daemon, 2 busy and 1 incompatible and 14 stopped Daemons could not be reused, use --status for details
Calculating task graph as configuration cache cannot be reused because file 'order-receiver/build.gradle.kts' has changed.
> Task :order-sender:extractProto UP-TO-DATE
> Task :order-sender:extractIncludeProto UP-TO-DATE
> Task :order-sender:processResources UP-TO-DATE
> Task :order-sender:generateProto UP-TO-DATE
> Task :order-sender:compileJava
> Task :order-sender:classes

> Task :order-sender:run
19:48:05.939 [main] INFO  c.example.ordersender.SenderConfig - Using environment value for SENDER_ID: order-sender-1
19:48:56.266 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000032', status='FILLED', message='Order filled successfully'}
19:48:56.266 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000032', status='FILLED', message='Order filled successfully'}
19:48:59.257 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:48:59.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:48:59.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL AMZN 653 shares @ ${:.2f}
19:48:59.260 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000033: REJECTED
19:48:59.260 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000033', status='REJECTED', message='Order rejected by receiver'}
19:48:59.260 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000033', status='REJECTED', message='Order rejected by receiver'}
19:48:59.260 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL ADI 265 shares @ ${:.2f}
19:48:59.262 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000034: FILLED
19:48:59.262 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000034', status='FILLED', message='Order filled successfully'}
19:48:59.262 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000034', status='FILLED', message='Order filled successfully'}
19:49:02.261 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:02.261 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:02.261 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY ADBE 622 shares @ ${:.2f}
19:49:02.263 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000035: REJECTED
19:49:02.263 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000035', status='REJECTED', message='Order rejected by receiver'}
19:49:02.263 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000035', status='REJECTED', message='Order rejected by receiver'}
19:49:02.263 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL ADBE 815 shares @ ${:.2f}
19:49:02.265 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000036: FILLED
19:49:02.265 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000036', status='FILLED', message='Order filled successfully'}
19:49:02.265 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000036', status='FILLED', message='Order filled successfully'}
19:49:05.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:05.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:05.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY KLAC 689 shares @ ${:.2f}
19:49:05.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000037: REJECTED
19:49:05.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000037', status='REJECTED', message='Order rejected by receiver'}
19:49:05.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000037', status='REJECTED', message='Order rejected by receiver'}
19:49:05.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY CRM 419 shares @ ${:.2f}
19:49:05.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000038: FILLED
19:49:05.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000038', status='FILLED', message='Order filled successfully'}
19:49:05.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000038', status='FILLED', message='Order filled successfully'}
19:49:08.257 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:08.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:08.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY AMD 269 shares @ ${:.2f}
19:49:08.260 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000039: REJECTED
19:49:08.260 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000039', status='REJECTED', message='Order rejected by receiver'}
19:49:08.260 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000039', status='REJECTED', message='Order rejected by receiver'}
19:49:08.260 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY ORCL 1022 shares @ ${:.2f}
19:49:08.261 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000040: FILLED
19:49:08.261 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000040', status='FILLED', message='Order filled successfully'}
19:49:08.262 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000040', status='FILLED', message='Order filled successfully'}
19:49:11.254 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:11.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:11.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL KLAC 914 shares @ ${:.2f}
19:49:11.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000041: REJECTED
19:49:11.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000041', status='REJECTED', message='Order rejected by receiver'}
19:49:11.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000041', status='REJECTED', message='Order rejected by receiver'}
19:49:11.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY MU 414 shares @ ${:.2f}
19:49:11.260 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000042: FILLED
19:49:11.260 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000042', status='FILLED', message='Order filled successfully'}
19:49:11.260 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000042', status='FILLED', message='Order filled successfully'}
19:49:14.254 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:14.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:14.255 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL QCOM 780 shares @ ${:.2f}
19:49:14.256 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000043: REJECTED
19:49:14.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000043', status='REJECTED', message='Order rejected by receiver'}
19:49:14.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000043', status='REJECTED', message='Order rejected by receiver'}
19:49:14.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY NFLX 330 shares @ ${:.2f}
19:49:14.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000044: FILLED
19:49:14.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000044', status='FILLED', message='Order filled successfully'}
19:49:14.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000044', status='FILLED', message='Order filled successfully'}
19:49:17.256 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:17.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:17.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL ADI 371 shares @ ${:.2f}
19:49:17.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000045: REJECTED
19:49:17.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000045', status='REJECTED', message='Order rejected by receiver'}
19:49:17.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000045', status='REJECTED', message='Order rejected by receiver'}
19:49:17.259 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY INTC 556 shares @ ${:.2f}
19:49:17.260 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000046: FILLED
19:49:17.260 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000046', status='FILLED', message='Order filled successfully'}
19:49:17.260 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000046', status='FILLED', message='Order filled successfully'}
19:49:20.252 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:20.252 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:20.252 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL ADBE 833 shares @ ${:.2f}
19:49:20.253 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000047: REJECTED
19:49:20.253 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000047', status='REJECTED', message='Order rejected by receiver'}
19:49:20.254 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000047', status='REJECTED', message='Order rejected by receiver'}
19:49:20.254 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY MSFT 896 shares @ ${:.2f}
19:49:20.255 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000048: FILLED
19:49:20.255 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000048', status='FILLED', message='Order filled successfully'}
19:49:20.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000048', status='FILLED', message='Order filled successfully'}
19:49:23.252 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:23.252 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:23.252 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY QCOM 814 shares @ ${:.2f}
19:49:23.254 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000049: REJECTED
19:49:23.254 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000049', status='REJECTED', message='Order rejected by receiver'}
19:49:23.254 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000049', status='REJECTED', message='Order rejected by receiver'}
19:49:23.254 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL AMZN 974 shares @ ${:.2f}
19:49:23.255 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000050: FILLED
19:49:23.255 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000050', status='FILLED', message='Order filled successfully'}
19:49:23.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000050', status='FILLED', message='Order filled successfully'}
19:49:26.254 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:26.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:26.255 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL TSLA 516 shares @ ${:.2f}
19:49:26.256 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000051: REJECTED
19:49:26.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000051', status='REJECTED', message='Order rejected by receiver'}
19:49:26.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000051', status='REJECTED', message='Order rejected by receiver'}
19:49:26.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL KLAC 768 shares @ ${:.2f}
19:49:26.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000052: FILLED
19:49:26.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000052', status='FILLED', message='Order filled successfully'}
19:49:26.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000052', status='FILLED', message='Order filled successfully'}
19:49:29.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:29.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:29.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY NFLX 128 shares @ ${:.2f}
19:49:29.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000053: REJECTED
19:49:29.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000053', status='REJECTED', message='Order rejected by receiver'}
19:49:29.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000053', status='REJECTED', message='Order rejected by receiver'}
19:49:29.259 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY META 650 shares @ ${:.2f}
19:49:29.260 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000054: FILLED
19:49:29.260 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000054', status='FILLED', message='Order filled successfully'}
19:49:29.260 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000054', status='FILLED', message='Order filled successfully'}
19:49:32.258 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:32.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:32.259 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL TSLA 387 shares @ ${:.2f}
19:49:32.260 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000055: REJECTED
19:49:32.260 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000055', status='REJECTED', message='Order rejected by receiver'}
19:49:32.260 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000055', status='REJECTED', message='Order rejected by receiver'}
19:49:32.261 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL TXN 414 shares @ ${:.2f}
19:49:32.262 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000056: FILLED
19:49:32.262 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000056', status='FILLED', message='Order filled successfully'}
19:49:32.262 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000056', status='FILLED', message='Order filled successfully'}
19:49:35.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:35.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:35.255 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY GOOGL 585 shares @ ${:.2f}
19:49:35.256 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000057: REJECTED
19:49:35.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000057', status='REJECTED', message='Order rejected by receiver'}
19:49:35.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000057', status='REJECTED', message='Order rejected by receiver'}
19:49:35.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY MSFT 241 shares @ ${:.2f}
19:49:35.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000058: FILLED
19:49:35.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000058', status='FILLED', message='Order filled successfully'}
19:49:35.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000058', status='FILLED', message='Order filled successfully'}
19:49:38.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:38.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:38.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL ORCL 364 shares @ ${:.2f}
19:49:38.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000059: REJECTED
19:49:38.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000059', status='REJECTED', message='Order rejected by receiver'}
19:49:38.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000059', status='REJECTED', message='Order rejected by receiver'}
19:49:38.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY GOOGL 920 shares @ ${:.2f}
19:49:38.259 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000060: FILLED
19:49:38.259 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000060', status='FILLED', message='Order filled successfully'}
19:49:38.259 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000060', status='FILLED', message='Order filled successfully'}
19:49:41.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:41.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:41.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL TXN 281 shares @ ${:.2f}
19:49:41.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000061: REJECTED
19:49:41.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000061', status='REJECTED', message='Order rejected by receiver'}
19:49:41.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000061', status='REJECTED', message='Order rejected by receiver'}
19:49:41.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL META 554 shares @ ${:.2f}
19:49:41.259 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000062: FILLED
19:49:41.259 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000062', status='FILLED', message='Order filled successfully'}
19:49:41.259 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000062', status='FILLED', message='Order filled successfully'}
19:49:44.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:44.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:44.255 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY AMZN 468 shares @ ${:.2f}
19:49:44.256 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000063: REJECTED
19:49:44.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000063', status='REJECTED', message='Order rejected by receiver'}
19:49:44.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000063', status='REJECTED', message='Order rejected by receiver'}
19:49:44.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL META 611 shares @ ${:.2f}
19:49:44.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000064: FILLED
19:49:44.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000064', status='FILLED', message='Order filled successfully'}
19:49:44.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000064', status='FILLED', message='Order filled successfully'}
19:49:47.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:47.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:47.255 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL MSFT 1014 shares @ ${:.2f}
19:49:47.256 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000065: REJECTED
19:49:47.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000065', status='REJECTED', message='Order rejected by receiver'}
19:49:47.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000065', status='REJECTED', message='Order rejected by receiver'}
19:49:47.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY KLAC 847 shares @ ${:.2f}
19:49:47.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000066: FILLED
19:49:47.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000066', status='FILLED', message='Order filled successfully'}
19:49:47.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000066', status='FILLED', message='Order filled successfully'}
19:49:50.251 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:50.251 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:50.251 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL GOOGL 669 shares @ ${:.2f}
19:49:50.252 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000067: REJECTED
19:49:50.252 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000067', status='REJECTED', message='Order rejected by receiver'}
19:49:50.252 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000067', status='REJECTED', message='Order rejected by receiver'}
19:49:50.252 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL ADBE 100 shares @ ${:.2f}
19:49:50.253 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000068: FILLED
19:49:50.253 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000068', status='FILLED', message='Order filled successfully'}
19:49:50.253 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000068', status='FILLED', message='Order filled successfully'}
19:49:53.252 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:53.252 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
